,index,id,text,timestamp,replyCount,retweetCount,likeCount,quoteCount,viewCount,keywords
426,426,1559194046215618567,"['lost', 'single', 'key', 'mont', 'blanc', 'keyring']",2022-08-15T15:03:23+00:00,0,0,0,0,,key
427,427,1559191267883585537,"['persol', 'glass', 'grey', 'felt', 'pouch']",2022-08-15T14:52:21+00:00,0,0,0,0,,glass
428,428,1559141554287263745,"['lost', 'wallet', 'cab', 'leaving', 'arsenal', 'bar', 'small', 'money', 'clip', 'say', 'congressional']",2022-08-15T11:34:48+00:00,0,0,1,0,,wallet
429,429,1558853905492197379,"['lost', 'wallet', 'card', 'holder', 'yesterday', 'wilton', 'road', 'belgrave', 'road', 'pimlico', 'black', 'montblanc', 'cardholder', 'initial', 'dr', 'engraved', 'lower', 'right', 'hand', 'side']",2022-08-14T16:31:47+00:00,0,0,0,0,,card
430,430,1558823083703689220,"['lost', 'man', 'woman', 'wedding', 'band', 'king', 'road', 'chelsea', 'sat', '6th', 'august', 'engraved', 'ac', '06082022', 'appreciate', 'help']",2022-08-14T14:29:19+00:00,1,1,0,0,,road
431,431,1558814474873831424,"['hi', 'lost', 'wallet', 'late', 'night', '13th', 'august', 'hampstead', 'heath', 'parliament', 'hill', 'viewpoint', 'sitting', 'apposite', 'gras', 'werent', 'facing', 'city', 'view', 'make', 'fenland', 'id', 'inside', 'along', 'thing']",2022-08-14T13:55:06+00:00,0,0,0,0,,wallet
432,432,1558750601948848129,"['hi', 'lost', 'wallet', 'near', 'earl', 'court', 'friday', 'night', '12', 'august', 'wallet', 'brand', 'corker', 'bank', 'card', 'barclay', 'revolut', 'driving', 'license']",2022-08-14T09:41:18+00:00,0,0,0,0,,card
433,433,1558559254159806469,"['airpod', 'case', 'found', 'clapham', 'common', 'show', 'orange', 'light', 'able', 'found', 'find', 'app', 'get', 'touch', 'detail', 'arrange', 'something', 'owner', 'back']",2022-08-13T21:00:57+00:00,0,0,0,0,,case
434,434,1558490326431580161,"['someone', 'stolen', 'wallet', 'oxford', 'street', 'stradivariu', 'green', 'wallet']",2022-08-13T16:27:03+00:00,0,0,0,0,,wallet
435,435,1558419583782232064,"['lost', 'today', 'morning']",2022-08-13T11:45:57+00:00,0,0,0,0,,morning
436,436,1558412454610276352,"['lost', 'italian', 'passaport', 'really', 'appreciete', 'found', 'recompensate', 'thank']",2022-08-13T11:17:37+00:00,0,0,0,0,,
437,437,1558241249777287170,"['lost', 'wallet', 'walking', 'street', 'near', 'near', 'landmark', 'pinnacle', 'westferry', 'road', 'id', 'driving', 'licence', 'offer', 'money', 'reward', 'thank']",2022-08-12T23:57:19+00:00,0,0,0,0,,wallet
438,438,1558240886558965761,"['lost', 'wallet', 'walking', 'street', 'near', '40', 'blackfriar', 'road', 'id', 'driving', 'licence', 'offer', 'money', 'reward', 'thank']",2022-08-12T23:55:52+00:00,0,0,0,0,,wallet
439,439,1558018910460444672,"['left', 'navy', 'bag', 'bench', 'outside', 'mommi', 'clapham', 'high', 'street', 'bag', 'work', 'laptop', 'well', 'random', 'charger', 'long', 'shot', 'good', 'luck']",2022-08-12T09:13:49+00:00,0,0,0,0,,bag
440,440,1557997112054484993,"['lost', 'blue', 'card', 'holder', 'driving', 'license', 'debit', 'card']",2022-08-12T07:47:12+00:00,0,0,1,0,,card
441,441,1557742420070367233,"['dropped', 'large', 'set', 'key', '2', 'key', 'fob', 'toyota', 'vauxhall', 'house', 'key', 'separate', 'fob', 'ab', 'somewhere', 'smuggler', 'way', 'nickol', 'walk', 'pier', 'terrace', 'wandsworth', 'bridge', 'road', 'thame', 'pathway', 'central', 'ave', 'one', 'picked', 'handed', 'would', 'greatly', 'appreciated', 'contact']",2022-08-11T14:55:09+00:00,0,0,0,0,,key
442,442,1557651758553485314,"['found', 'expensive', 'watch', 'first', 'pond', 'find', 'coming', 'highgate', 'road', 'one', 'dog', 'bathe']",2022-08-11T08:54:53+00:00,0,0,0,0,,one
443,443,1557492691428151296,"['lost', 'key', 'visited', 'clapham', 'brixton', 'south', 'bank', 'centre', 'baker', 'street', 'king', 'cros', 'lost', 'bunch', 'key', 'attached', 'belt', 'spare', 'whilst', 'wearing', 'headphone', 'hear', 'fall', 'key', 'keyring', '2', 'x', 'metal', 'key', 'yellow', 'handle', '2', 'x', 'electronic', 'key', 'fob', '2', 'x', 'small', 'letter', 'box', 'key', 'small', 'sainsbury', 'nectar', 'card', 'found', 'please', 'let', 'know', 'reward']",2022-08-10T22:22:49+00:00,0,0,0,0,,card
444,444,1557347937449041920,"['please', 'lost', 'purse', 'sutton', 'high', 'street', 'today', 'contain', 'important', 'id', 'document', 'bank', 'card']",2022-08-10T12:47:37+00:00,0,0,0,0,,card
445,445,1557090020984504322,"['lost', 'bunch', 'key', 'kew', 'green', 'bridge']",2022-08-09T19:42:44+00:00,0,0,0,0,,key
446,446,1557084037067448322,"['daughter', 'lost', 'small', 'white', 'purse', 'initial', 'pink', 'around', '26', 'purse', 'valuable', 'cash', 'anyone', 'find', 'please', 'get', 'touch']",2022-08-09T19:18:58+00:00,0,0,0,0,,small
447,447,1557018274147205121,"['hello', 'lost', 'light', 'blue', 'smith', 'wallet', 'today', 'allestree', 'road', 'fulham', 'palace', '2', 'bank', 'card', 'provisional', 'driving', 'license', 'university', 'york', 'student', 'id', 'lost', 'approximately', '1230', '1330', 'card', 'name', 'emilia', 'pacia', 'seen', 'found', 'please', 'please', 'return', 'driving', 'exam', '2', 'week', 'thank']",2022-08-09T14:57:39+00:00,0,0,0,0,,card
448,448,1556965082772430850,"['stolen', 'pink', 'radley', 'purse']",2022-08-09T11:26:17+00:00,0,0,0,0,,purse
449,449,1556547565369319424,"['pear', 'shaped', 'small', 'stud', 'earring']",2022-08-08T07:47:13+00:00,0,0,0,0,,small
450,450,1556311844893200384,"['lost', 'son', 'disabled', 'push', 'chair', 'car', 'park', 'battersea', 'park', 'also', 'little', 'glitter', 'bag', 'forgot', 'put', 'boot', 'drove', 'without']",2022-08-07T16:10:33+00:00,0,0,0,0,,bag
451,451,1556282663702609920,"['daughter', 'lost', 'fluffy', 'pinguin', 'backpack', 'greenwich', 'village', 'close', 'market', 'along', 'thame', 'path', 'greenwich', 'thank', 'advance']",2022-08-07T14:14:36+00:00,0,0,0,0,,backpack
452,452,1555876403282862080,"['took', 'bu', 'larcom', 'street', 'stop', 'went', 'herne', 'hill468', 'route', 'stopped', 'west', 'norwood', 'stationit', '223023', 'last', 'location', 'point', 'west', 'norwood', 'bu', 'garage', 'phone', 'briefly', 'turned', 'onbut', 'battery', 'largely', 'empty', 'samsung', 'galaxy', 's21', 'fe', 'graphite', 'colour', 'also', 'imei', 'number', 'lock', 'screen', 'send', 'need', 'verify']",2022-08-06T11:20:15+00:00,0,0,0,0,,phone
453,453,1555712480684523521,"['small', 'silver', 'key', 'round', 'head', '5', 'cm', 'length', 'attached', 'thin', 'pink', 'ribbon', 'lanyard', 'likely', 'lost', 'area', 'kentish', 'town', 'road', 'camden', 'garden', 'kentish', 'town', 'road', 'camden', 'street', 'junction', 'could', 'april', 'may', 'please', 'help']",2022-08-06T00:28:53+00:00,0,0,0,0,,key
454,454,1555572311281090560,"['hi', 'anyone', 'seen', 'green', 'aldi', 'bag', 'left', 'lamma', 'park', 'ealing', 'earlier', 'today', 'photo', 'attached', 'bag', 'important', 'medication', 'inside', 'seen', 'please', 'comment', 'thank']",2022-08-05T15:11:54+00:00,0,0,0,0,,bag
455,455,1555213261674631168,"['brown', 'wallet', 'lost', 'near', 'pret', 'great', 'portland', 'street', 'station']",2022-08-04T15:25:10+00:00,0,0,0,0,,wallet
456,456,1554769145534857216,"['white', 'waitrose', 'john', 'lewi', 'gift', 'card']",2022-08-03T10:00:25+00:00,0,0,0,0,,card
457,457,1554440285358362624,"['lost', 'wallet', 'probably', 'somewhere', 'port', 'black', 'dokument', 'id', 'driving', 'license']",2022-08-02T12:13:38+00:00,0,0,0,0,,black
458,458,1554381824939692035,"['lost', 'set', 'key', 'green', 'carabena', 'indian', 'om', 'keyring', 'transformer', 'keyring', 'house', 'key', 'also', 'aa', 'fob']",2022-08-02T08:21:20+00:00,0,0,0,0,,key
459,459,1554230053440987138,"['bag', 'bu', 'stopped', 'victoria', 'station', 'might', 'loaded', 'london', 'finchley', 'road', 'stop', 'cl', 'maybe', 'someone', 'took', 'wrong', 'bag', 'cheap', '2', 'bag', 'blue', 'striped', 'used', 'dirty', 'laundry', 'really', 'sentimental', 'bag', 'inside', 'daughter', 'toiletry', 'bag', 'jewellery', 'nothing', 'value', 'anyone', 'else']",2022-08-01T22:18:15+00:00,0,0,0,0,,bag
460,460,1554102741882081280,"['daughter', 'lost', 'small', 'tan', 'coloured', 'wallet', 'zip', 'card', 'etc', 'camden', 'market']",2022-08-01T13:52:22+00:00,0,0,0,0,,card
461,461,1553752319275180032,"['ring', 'lost', 'carpark', 'estate', 'northwold', 'road', 'near', 'tower', 'theatre', 'please', 'help']",2022-07-31T14:39:54+00:00,0,0,0,0,,ring
462,462,1553728145479589888,"['hi', 'walk', 'recently', 'lost', 'one', 'headphone', 'probably', 'fell', 'pocket', 'walking', 'took', 'phone', 'pocket', 'jlab', 'look', 'like', 'photo', 'attacked']",2022-07-31T13:03:51+00:00,0,0,0,0,,phone
463,463,1553337436725342208,"['lot', 'longchamp', 'back', 'pack', 'tooting', 'common', 'thursday', '29', 'july', 'birthday', 'drink', 'left', 'small', 'dark', 'camo', 'colour', 'please', 'contact', 'find']",2022-07-30T11:11:19+00:00,0,0,0,0,,small
464,464,1552763602330963968,"['found', 'engagement', 'ring', 'gold', 'black', 'stone', 'side', 'diamond', 'middle', 'u', 'picture', 'claim']",2022-07-28T21:11:06+00:00,0,0,0,0,,black
465,465,1552639665521442816,"['hello', 'please', 'help', 'last', 'night', 'lost', 'set', 'key', 'one', 'shop', 'one', 'small', 'kind', 'yale', 'key', 'silver', 'key', 'green', 'cable', 'time', 'holding', 'two', 'together', 'please', 'get', 'touch', 'seen', 'know', 'whereabout', 'lost', 'could', 'william', 'barefoot', 'drive', 'park', 'left', 'approach', 'shell', 'petrol', 'station', 'even', 'harry', 'drive', 'badger', 'croft']",2022-07-28T12:58:37+00:00,0,0,0,0,,key
466,466,1552627592083161088,"['found', 'golden', 'well', 'known', 'branded', 'female', 'ring', 'bench', 'battersea', 'park', 'morning']",2022-07-28T12:10:39+00:00,0,0,0,0,,ring
467,467,1552570425288392704,"['cream', 'pink', 'pursewallet', 'bank', 'card', 'oyster', 'card', 'id', 'card']",2022-07-28T08:23:29+00:00,0,0,0,0,,card
468,468,1552569056615702528,"['black', 'men', 'wallet']",2022-07-28T08:18:03+00:00,0,0,0,0,,black
469,469,1552292088586403840,"['hello', 'lost', 'small', 'black', 'leather', 'card', 'wallet', 'felstead', 'street', 'bigg', 'square', 'hackney', '2', 'credit', 'card', 'oyster', 'card', 'inside', 'small', 'purse', 'please', 'look', 'picture', 'picture', 'please', 'send', 'email', 'found', 'come', 'collect']",2022-07-27T13:57:28+00:00,0,0,0,0,,card
470,470,1552060238299385856,"['purple', 'ipod', '8gb', 'white', 'head', 'phone', 'found', 'approx', '7pm']",2022-07-26T22:36:11+00:00,0,0,0,0,,phone
471,471,1552056767894413312,"['paper', 'moomin', 'bag', 'containing', 'three', 'tshirt']",2022-07-26T22:22:23+00:00,0,1,0,0,,bag
472,472,1551960072997191680,"['false', 'tooth', '3', 'plate', 'lost', 'behind', 'van', 'giving', 'banana', 'away', 'wall']",2022-07-26T15:58:10+00:00,0,1,1,1,,3
473,473,1551860950227091457,"['hi', 'lost', 'somewhere', 'small', 'money', 'purse', 'redwhitechecked', 'pattern', 'stradivariu', 'card', 'id', 'name', 'klaudia', 'stuff', 'would', 'like', 'get', 'back', 'pos', 'lost', 'hampstead', 'heath', 'fulhamkensington', '192307', 'thank']",2022-07-26T09:24:17+00:00,0,0,0,0,,card
474,474,1551551996682977280,"['lost', 'large', 'set', 'key', 'likely', 'near', 'golder', 'green', 'station', 'someone', 'found', 'could', 'please', 'contact', 'soon']",2022-07-25T12:56:37+00:00,0,0,0,0,,key
475,475,1551538856553582592,"['man', 'wedding', 'ring', 'thick', 'platinumsilver', 'jewel', 'design', 'possibly', 'arabic']",2022-07-25T12:04:24+00:00,0,0,0,0,,ring
476,476,1551348920328114176,"['wallet', 'paper', 'wallet', 'dynamo', 'mighty', 'wallet', 'white', 'printed', 'text', 'wallet', 'credit', 'card', 'revolut', 'puppy', 'flower', 'lloyd', 'bank', 'kew', 'garden', 'membership', 'importantly', 'devon', 'license', 'norway']",2022-07-24T23:29:39+00:00,0,0,0,0,,card
477,477,1551336295909265411,"['metallic', 'woman', 'smart', 'watch', 'scratched', 'glas']",2022-07-24T22:39:30+00:00,0,0,0,0,,
478,478,1551250215524601859,"['lost', 'black', 'fitbit', 'inspire', '2', 'pond']",2022-07-24T16:57:26+00:00,0,0,0,0,,black
479,479,1551243542860791814,"['lost', 'wallet', 'hyde', 'park', 'couple', 'important', 'thing', 'last', 'gift', 'girlfriend', 'gave', 'black', 'text', 'written', 'inside']",2022-07-24T16:30:55+00:00,0,0,0,0,,black
480,480,1551191525891137539,"['lost', 'iphone', 'x', 'grey', 'cover', 'case', 'slightly', 'broken', 'edge', 'inside', 'case', 'behind', 'phone', 'folded', 'lined', 'paper', 'shape', 'heart', 'written', 'message', 'think', 'charged', 'lock', 'screen', 'smiling', 'young', 'girl', 'pink', 'hat', 'scarf', 'thank']",2022-07-24T13:04:14+00:00,0,0,0,0,,case
481,481,1550936375024926721,"['lost', 'iphone', 'x', 'today', 'princes', 'diana', 'memorial', 'fountain', 'hyde', 'park', 'phone', 'clear', 'case', 'taped', 'metal', 'coin', 'attached', 'magnet', 'holder', 'inside', 'case', 'behind', 'phone', 'picture', 'thai', 'buddha', 'case', 'found', 'please', 'contact', 'number', '44', '7967', '277984']",2022-07-23T20:10:21+00:00,0,0,0,0,,case
482,482,1550900055296573452,"['lost', 'london', 'undercover', 'umbrella', 'somewhere', 'founder', 'arm', 'pub', 'southbank', 'se1', 'st', 'paul', 'cathedral', 'possibly', 'millennium', 'bridge', 'evening', 'friday', '22nd', 'july', 'navy', 'telescopic', 'umbrella', 'whangeebamboo', 'crook', 'handle', 'also', 'initial', 'sck', 'metal', 'collar', 'gift', 'sentimental', 'anyone', 'find', 'would', 'love', 'get', 'back', 'thank']",2022-07-23T17:46:02+00:00,0,0,0,0,,back
483,483,1549161856899682305,"['lost', 'small', 'gold', 'women', 'watch', 'hampstead', 'heath', 'patch', 'gras', 'near', 'mixed', 'pond', 'george', 'haverstock', 'hill', 'sentimental', 'value']",2022-07-18T22:39:03+00:00,0,0,0,0,,small
484,484,1549128067590885379,"['lost', 'iphone', '13', 'pink', 'case', 'back', 'little', 'boy', 'screensaver', 'little', 'boy']",2022-07-18T20:24:47+00:00,0,0,0,0,,case
485,485,1549081311964323840,"['hi', 'spent', 'saturday', 'evening', 'richmond', 'hill', 'front', 'roebuck', 'left', 'dark', 'believe', 'may', 'dropped', 'camera', 'way', 'back', 'car', 'black', 'olympu', 'mju', 'ii', 'black', 'leather', 'camera', 'holder', 'finished', 'camera', 'film', 'evening', 'thank', 'jessica']",2022-07-18T17:18:59+00:00,0,0,1,0,,black
486,486,1549020027751436289,"['lost', 'x', 'box', 'one', 'series', 'game', 'console', 'white', 'one', 'red', 'controller', 'bank', 'card', 'black', 'adida', 'backpack', 'either', 'lost', 'station', 'train', 'going', 'redhill']",2022-07-18T13:15:28+00:00,0,0,0,0,,card
487,487,1548993301948268548,"['lost', 'green', 'uniqlo', 'shoulder', 'bag', 'wireles', 'headphone', 'water', 'bottle', 'east', 'side', 'green', 'park', 'walkway', 'lead', 'green', 'park', 'station', 'headphone', 'pink', 'jelly', 'case', 'water', 'bottle', 'joseph', 'joseph']",2022-07-18T11:29:16+00:00,0,0,0,0,,bag
488,488,1548992486198185984,"['hi', 'guy', 'londoner', 'think', 'worst', 'losesomething', 'lost', 'lululemon', 'beltbag', 'contain', 'id', 'variou', 'keycard', 'sunglass', 'airpod', 'especially', 'house', 'key', 'night', 'tale', 'club', 'friday', 'night', '15july', 'anyone', 'hold', 'please', 'contact', '07564113721', 'much', 'much', 'appreciated', 'cheer', 'ray']",2022-07-18T11:26:02+00:00,0,0,0,0,,key
489,489,1548978064306176001,"['lost', 'phone', 'trafford', 'centre', '630pm', '830pm', '12', 'july', 'iphone12', 'pro', 'max', 'gold']",2022-07-18T10:28:43+00:00,0,0,0,0,,gold
490,490,1548975072270028800,"['waterstone', 'tote', 'bag', 'found', 'containing', 'device', 'wallet', 'id']",2022-07-18T10:16:50+00:00,0,0,0,0,,wallet
491,491,1548504373256339456,"['lost', 'zip', 'card', 'charger', 'purse', 'purse', 'hello', 'kitty', 'one', 'red', 'white', 'charger', 'mostly', 'black', 'rose', 'gold', 'side']",2022-07-17T03:06:27+00:00,0,0,0,0,,card
492,492,1548352726320308224,"['lost', 'wallet', 'containing', 'spanish', 'id', 'card', 'spanish', 'european', 'driving', 'license', 'natwest', 'debit', 'card', 'caixabank', 'debit', 'card', 'national', 'health', 'card', 'spain', 'could', 'please', 'email', 'kabirlakhanihotmailcom']",2022-07-16T17:03:51+00:00,1,1,0,0,,card
493,493,1548228528633626624,"['black', 'samsonite', 'rucksack', 'possible', 'left', 'santander', 'bike', 'maybe', 'left', 'itsu', 'clothing', 'inside']",2022-07-16T08:50:20+00:00,0,0,0,0,,black
494,494,1547295986627842054,"['hey', 'lost', 'apple', 'ipod', 'black', 'black', 'case', 'holland', 'park', '9th', 'july', 'wondering', 'anyone', 'come', 'acros']",2022-07-13T19:04:45+00:00,0,0,0,0,,black
495,495,1546510183626670081,"['ive', 'lost', 'ukrainian', 'passport', 'somewhere', 'way', 'chancery', 'lane', 'vauxhall', 'name', 'cirilic']",2022-07-11T15:02:15+00:00,0,0,0,0,,passport
496,496,1546473334371663872,"['bracelet', 'different', 'shaped', 'piece', 'filled', 'abalone', 'shell', 'seen', 'photo', 'please', 'contact', 'reflexologymikehotmailcom', 'thanx', 'mike']",2022-07-11T12:35:49+00:00,0,0,0,0,,bracelet
497,497,1546437209552822278,"['hi', 'lose', 'one', 'soft', 'toy', 'în', 'uxbridge', 'important', 'baby']",2022-07-11T10:12:16+00:00,0,0,0,0,,one
498,498,1546429649735094273,"['lost', 'iphone', '13', 'pink', 'case', 'duran', 'duran', 'concert', 'hyde', 'park', 'sunday', '10th', 'june', 'please', 'contact', 'jackdulwichyahoocouk', 'found', 'thank']",2022-07-11T09:42:14+00:00,0,0,0,0,,case
499,499,1546342012831649792,"['small', 'black', 'change', 'purse', 'button', 'flap', 'back', 'purse', 'open', 'section', 'containing', 'small', 'cash', 'lost', 'primark', 'oxford', 'circu', 'friday', 'july', '82022', '89', 'pm']",2022-07-11T03:54:00+00:00,0,0,1,0,,black
500,500,1546216684477943809,"['canon', 'eos50d', 'found', 'south', 'western', 'railway', 'approx', '7308pm', 'today', 'please', 'describe', 'photo', 'taken', 'taken', 'verify']",2022-07-10T19:35:59+00:00,0,0,0,0,,photo
501,501,1546140624876871680,"['ive', 'lost', 'pair', 'black', 'jabra', 'ear', 'bud']",2022-07-10T14:33:45+00:00,0,0,0,0,,black
502,502,1546062310548148224,"['lost', 'blue', 'wallet', 'name', 'inscribed', 'sentimental', 'wallet', 'given', 'dad', 'since', 'passed', 'away', 'grateful', 'get', 'back', 'would', 'like', 'offer', 'reward']",2022-07-10T09:22:33+00:00,0,0,0,0,,wallet
503,503,1545855467884265473,"['lost', 'set', 'house', 'key', 'keying', 'seen', 'photo']",2022-07-09T19:40:38+00:00,0,0,0,0,,key
504,504,1545845570912370694,"['hi', 'lost', 'cardholder', 'green', 'black', 'crocodile', 'brp', 'oyster', 'card', 'inside']",2022-07-09T19:01:19+00:00,0,0,0,0,,card
505,505,1545124702309568513,"['lost', 'tube', 'type', 'oakley', 'glass', 'case', 'pair', 'blue', 'black', 'arnette', 'sideshow', 'sunglass', 'pair', 'shure', '846', 'headphone']",2022-07-07T19:16:50+00:00,0,0,0,0,,black
506,506,1545078322446712841,"['hi', 'daughter', 'left', 'school', 'bag', 'tropical', 'garden', 'old', 'battersea', 'park', 'afternoon', 'around', '400', 'anyone', 'foundseen', 'best', 'louise']",2022-07-07T16:12:32+00:00,0,0,0,0,,bag
507,507,1544995830851158020,"['hey', 'ive', 'lost', 'black', 'rain', 'back', 'pack', 'containing', 'work', 'laptop', 'jewellery', 'makeup', 'anyone', 'seen', 'anything', 'please', 'get', 'touch', 'would', 'greatly', 'appreciate']",2022-07-07T10:44:45+00:00,0,0,0,0,,black
508,508,1544981158508859392,"['lost', 'oliver', 'bona', 'purse', 'driving', 'license', 'bank', 'card', 'oyster', 'card', '1625', 'rail', 'card', 'inside', 'around', '3pm', 'camden', 'market', 'contact', '07548600532']",2022-07-07T09:46:27+00:00,0,0,0,0,,card
509,509,1544756257323503616,"['lost', 'wallet', 'peckham', 'rye', 'park', 'around', '5pm', 'old', 'snakeskin', 'wallet', 'sentimental', 'attachment', 'british', 'french', 'id', 'american', 'license', 'along', 'bank', 'card', 'kinda', 'look', 'like', 'image']",2022-07-06T18:52:46+00:00,0,0,0,0,,card
510,510,1544697812272779272,"['lost', 'gold', 'necklace', 'say', 'millie', 'arabic', 'huge', 'sentimental', 'value', 'godmother', 'bought', 'necklace', 'young', 'wear', 'every', 'day', 'plan', 'wear', 'wedding', 'day', 'lost', 'wood', 'street', 'walthamstow', 'village', 'anyone', 'found', 'would', 'appreciative', 'reunited']",2022-07-06T15:00:32+00:00,0,1,0,0,,gold
511,511,1544389833753346051,"['hello', 'foreigner', 'lost', 'brown', 'wallet', 'visa', 'card', 'side', 'around', 'vauxhall', 'nothing', 'pay', 'perch', 'please', 'anyone', 'find', 'let', 'know', 'number', '07424539670']",2022-07-05T18:36:44+00:00,0,0,0,0,,card
512,512,1544288641337462785,"['lost', 'denim', 'apc', 'tote', 'bag', 'airpod', 'wallet', 'charger']",2022-07-05T11:54:38+00:00,0,0,3,0,,wallet
513,513,1543653959256227844,"['slim', 'black', 'wallet', 'lost', 'somewhere', 'brixton', 'streatham', 'early', 'morning', 'driver', 'license', 'student', 'id', 'bank', 'card', 'addres', 'license', 'registered', 'east', 'yorkshire']",2022-07-03T17:52:38+00:00,0,0,0,0,,card
514,514,1543593164254183426,"['lost', 'wallet', '5', 'visa', 'cypru', 'identity', 'card', 'money', '100', 'work', 'id', 'card']",2022-07-03T13:51:03+00:00,0,0,0,0,,card
515,515,1543526211250315266,"['lost', 'black', 'tassel', 'crossbody', 'bag', 'containing', 'iphone', 'key', 'driver', 'license']",2022-07-03T09:25:00+00:00,0,0,0,0,,black
516,516,1543187041231446017,"['rollerblade', 'skateboard', 'backpack', 'left', 'recycling', 'bin', 'near', 'leyton', 'tube']",2022-07-02T10:57:16+00:00,0,0,0,0,,left
517,517,1543179382486876162,"['black', 'kate', 'spade', 'passport', 'holder']",2022-07-02T10:26:50+00:00,0,0,1,0,,black
518,518,1543170108217892864,"['lost', 'black', 'rucksack', 'night', 'thursday', '30th', 'june', '2022']",2022-07-02T09:49:59+00:00,0,0,0,0,,black
519,519,1542801975355625476,"['clear', 'acrylic', 'round', 'glass', 'ally', 'capellino', 'leather', 'case']",2022-07-01T09:27:09+00:00,0,0,0,0,,case
520,520,1542604065510670342,"['lost', 'pair', 'ted', 'baker', 'glass', 'london', 'could', 'anywhere', 'waterloo', 'covent', 'garden']",2022-06-30T20:20:44+00:00,0,0,0,0,,glass
521,521,1542545834935521280,"['lost', 'little', 'light', 'purple', 'card', 'purse', 'id', 'credit', 'card', 'name', 'sarah', 'germann', 'say', 'id', 'anyone', 'found', 'please', 'please', 'please', 'contact', 'leave', 'email', 'addres', 'thank', 'much', 'nice', 'day', '3']",2022-06-30T16:29:20+00:00,0,0,0,0,,card
522,522,1542527273508556800,"['citizen', 'watch']",2022-06-30T15:15:35+00:00,0,0,0,0,,
523,523,1542522018771263492,['airpod'],2022-06-30T14:54:42+00:00,0,0,0,0,,airpod
524,524,1542281494571491329,"['lost', 'navy', 'barbican', 'tote', 'red', 'lettering', 'southeast', 'london', 'really', 'important', 'document', 'would', 'super', 'grateful', 'someone', 'found']",2022-06-29T22:58:57+00:00,0,1,1,0,,red
525,525,1542269783323942915,"['hi', 'believe', 'lost', 'wallet', 'yellow', 'section', 'l', 'row', '20', 'row', 'roughly', '148', '159']",2022-06-29T22:12:24+00:00,0,0,0,0,,wallet
526,526,1542144697300385793,"['document', 'wallet', 'containing', 'copied', 'sheet', 'music']",2022-06-29T13:55:22+00:00,0,0,0,0,,wallet
527,527,1541894169727324160,"['hi', 'guy', 'hope', 'everyone', 'well', 'walking', 'soho', 'yesterday', '27th', 'june', 'lost', 'phone', 'around', '730pm', 'samsung', 'a40', 'wallpaper', 'boyfriend', 'lock', 'screen', 'chance', 'might', 'forgot', 'inside', 'foylesi', 'know', 'time', 'got', 'rudy', 'pizzeria', 'foyle', 'vanished', 'dont', 'know', 'wether', 'lost', 'stolen', 'please', 'let', 'know', 'found', 'anything', 'similar', 'thank', 'lot', 'best', 'wish', 'paola']",2022-06-28T21:19:51+00:00,0,0,0,0,,phone
528,528,1541843669266964482,"['lost', 'gold', 'chain', 'bracelet', 'likely', 'brick', 'lane', 'somewhere', 'en', 'route', 'brick', 'lane', 'aldgate', 'east', 'station']",2022-06-28T17:59:11+00:00,0,1,0,0,,gold
529,529,1541730506353655808,"['found', 'open', 'field', 'near', 'bayswater', 'road']",2022-06-28T10:29:31+00:00,0,0,0,0,,road
530,530,1541705295109423104,"['lost', 'acetate', 'glass', 'colour', 'golden', 'small', 'model', 'name', 'neil', 'glass', 'blue', 'filter', 'well', 'devestated', 'lost', 'please', 'help', 'getting', 'back', 'saw', 'please', 'let', 'know', '3']",2022-06-28T08:49:20+00:00,0,0,0,0,,small
531,531,1541538056427245571,"['lost', 'iphone', 'xr', 'taxi', 'harrow', 'hill', 'hillingdon', 'lot', 'personal', 'photo', 'work', 'detail', 'really', 'need', 'black', 'cab']",2022-06-27T21:44:47+00:00,0,0,0,0,,black
532,532,1541519398787227652,"['lost', '2', 'badminton', 'racket', 'black', 'browning', 'branded', 'racket', 'bag', 'one', 'silver', 'one', 'blackorange']",2022-06-27T20:30:39+00:00,0,0,0,0,,black
533,533,1541488506295443456,"['lost', 'black', 'armour', 'backpack', 'earphone', 'glass', 'inside', 'along', 'note']",2022-06-27T18:27:54+00:00,0,0,0,0,,black
534,534,1541174046657855492,"['bunch', 'key', 'found', 'primrose', 'hill']",2022-06-26T21:38:21+00:00,0,0,0,0,,key
535,535,1541043562242101248,"['lost', 'omega', 'seamaster', 'doubtful', 'hopeful']",2022-06-26T12:59:51+00:00,0,0,0,0,,
536,536,1540946373763338241,"['found', 'red', 'iphone', '12', 'gras', 'chiswick', 'common', 'june', '23', 'around', '1930', 'phone', 'fine', 'charged', 'turned', 'ready', 'owner', 'call', 'answer', 'around', 'arrange', 'pickup', 'please', 'try', 'several', 'time', 'phone', 'italian', 'language', 'keyboard', 'lockscreen', 'picture', 'football', 'club', 'phone', 'locked', 'therefore', 'cannot', 'acces', 'information', 'phone', 'might', 'help', 'identify', 'owner']",2022-06-26T06:33:39+00:00,0,0,0,0,,phone
537,537,1540670754190237697,"['lost', 'set', 'key', 'brown', 'tassell', 'keyring', 'attached', 'number', '447957786422', 'reward', 'found', 'thankyou']",2022-06-25T12:18:26+00:00,0,0,0,0,,key
538,538,1540400941245108230,"['half', 'sovereign', 'thin', 'gold', 'chain']",2022-06-24T18:26:18+00:00,0,0,0,0,,gold
